x,y,tau,pvalue
lh_G_and_S_cingul-Ant,lh_S_suborbital,0.613096317794304000000000000000,0.000000000000000000000000000132
lh_S_orbital-H_Shaped,Left-Operculum,0.612552149464901000000000000000,0.000000000000000000000000000148
Left-Accumbens-area,Right-Substancia-Nigra,0.612552149464901000000000000000,0.000000000000000000000000000148
rh_G_rectus,Left-Operculum,0.612189370578632000000000000000,0.000000000000000000000000000159
lh_G_postcentral,lh_S_central,0.612089318488578000000000000000,0.000000000000000000000000000177
lh_S_orbital-H_Shaped,lh_S_suborbital,0.612007981135497000000000000000,0.000000000000000000000000000165
lh_G_rectus,lh_S_suborbital,0.611282423362960000000000000000,0.000000000000000000000000000191
rh_G_and_S_cingul-Ant,Right-Amygdala,0.611101033919825000000000000000,0.000000000000000000000000000198
rh_G_temp_sup-Plan_polar,rh_Pole_temporal,0.610375476147288000000000000000,0.000000000000000000000000000229
lh_G_pariet_inf-Angular,lh_S_intrapariet_and_P_trans,0.610283452896073000000000000000,0.000000000000000000000000000282
lh_G_front_inf-Triangul,lh_Lat_Fis-ant-Vertical,0.610194086704153000000000000000,0.000000000000000000000000000238
lh_S_oc-temp_med_and_Lingual,Left-Caudate,0.610194086704153000000000000000,0.000000000000000000000000000238
lh_G_temp_sup-Plan_polar,Right-Substancia-Nigra,0.609831307817884000000000000000,0.000000000000000000000000000256
lh_G_temp_sup-Plan_tempo,lh_Lat_Fis-post,0.609768265104816000000000000000,0.000000000000000000000000000260
lh_G_cingul-Post-dorsal,Brain-Stem,0.609468528931616000000000000000,0.000000000000000000000000000275
lh_S_front_sup,Right-Operculum,0.609429736859373000000000000000,0.000000000000000000000000000300
lh_S_oc-temp_lat,Left-Accumbens-area,0.608924360602212000000000000000,0.000000000000000000000000000307
rh_G_oc-temp_lat-fusifor,rh_S_oc-temp_med_and_Lingual,0.607836023943406000000000000000,0.000000000000000000000000000382
lh_G_and_S_subcentral,lh_S_circular_insula_sup,0.607465196787977000000000000000,0.000000000000000000000000000418
rh_G_occipital_middle,rh_S_occipital_ant,0.607228697735646000000000000000,0.000000000000000000000000000434
lh_S_orbital_lateral,lh_S_orbital-H_Shaped,0.606929076727734000000000000000,0.000000000000000000000000000458
lh_S_oc-temp_lat,Left-Pallidum,0.606384908398331000000000000000,0.000000000000000000000000000511
lh_S_central,lh_S_precentral-sup-part,0.606359574790696000000000000000,0.000000000000000000000000000884
lh_G_postcentral,lh_G_precentral,0.606198133939365000000000000000,0.000000000000000000000000000568
lh_G_front_middle,Left-Cerebral-White-Matter,0.605840740068928000000000000000,0.000000000000000000000000000570
Right-Insula,Right-Operculum,0.605477961182659000000000000000,0.000000000000000000000000000612
lh_S_oc_sup_and_transversal,Left-Cerebellum-Cortex,0.604735575331183000000000000000,0.000000000000000000000000000733
lh_G_and_S_cingul-Ant,rh_G_and_S_cingul-Ant,0.604026845637583000000000000000,0.000000000000000000000000000818
Left-Amygdala,Right-Cerebellum-White-Matter,0.603664066751315000000000000000,0.000000000000000000000000000880
lh_G_orbital,Right-Cerebellum-White-Matter,0.603482677308180000000000000000,0.000000000000000000000000000912
lh_S_orbital_lateral,Right-Cerebellum-Cortex,0.603301287865046000000000000000,0.000000000000000000000000000946
lh_S_front_inf,lh_S_front_sup,0.603076783533958000000000000000,0.000000000000000000000000001068
lh_G_and_S_subcentral,lh_G_temp_sup-G_T_transv,0.602204187169685000000000000000,0.000000000000000000000000001195
lh_G_temp_sup-Lateral,lh_G_temp_sup-Plan_polar,0.600943225104298000000000000000,0.000000000000000000000000001511
lh_S_orbital_lateral,Right-Cerebellum-White-Matter,0.600943225104298000000000000000,0.000000000000000000000000001511
lh_S_postcentral,Right-Caudate,0.600535602203793000000000000000,0.000000000000000000000000001769
Left-Caudate,Left-Pallidum,0.600217667331761000000000000000,0.000000000000000000000000001745
lh_S_front_inf,Right-Pallidum,0.599310720116089000000000000000,0.000000000000000000000000002088
lh_G_and_S_subcentral,lh_G_temp_sup-Plan_tempo,0.596879538014497000000000000000,0.000000000000000000000000003446
lh_G_temp_sup-Plan_tempo,Right-Cerebellum-Exterior,0.595619246905151000000000000000,0.000000000000000000000000004349
lh_G_oc-temp_lat-fusifor,Left-Substancia-Nigra,0.594957373480863000000000000000,0.000000000000000000000000004928
lh_G_oc-temp_lat-fusifor,Left-Pallidum,0.594413205151460000000000000000,0.000000000000000000000000005484
Right-Cerebellum-White-Matter,Right-Cerebellum-Cortex,0.593869036822056000000000000000,0.000000000000000000000000006102
lh_S_temporal_sup,Left-Accumbens-area,0.593506257935788000000000000000,0.000000000000000000000000006552
lh_S_front_inf,Right-Cerebellum-Cortex,0.593324868492653000000000000000,0.000000000000000000000000006789
lh_Lat_Fis-ant-Vertical,Right-Cerebellum-Cortex,0.592599310720116000000000000000,0.000000000000000000000000007825
lh_G_temp_sup-Lateral,Left-Accumbens-area,0.592417921276981000000000000000,0.000000000000000000000000008108
lh_G_and_S_cingul-Mid-Ant,lh_G_front_middle,0.591873752947578000000000000000,0.000000000000000000000000009019
lh_G_and_S_frontomargin,Right-Insula,0.591692363504444000000000000000,0.000000000000000000000000009344
lh_G_front_sup,lh_S_front_sup,0.590552389835285000000000000000,0.000000000000000000000000012570
lh_G_and_S_cingul-Mid-Ant,lh_S_front_inf,0.589878469073099000000000000000,0.000000000000000000000000013313
lh_Lat_Fis-post,lh_S_precentral-inf-part,0.589783201971796000000000000000,0.000000000000000000000000014251
lh_S_orbital-H_Shaped,Right-Cerebellum-White-Matter,0.588790132414293000000000000000,0.000000000000000000000000016455
lh_G_temporal_middle,lh_S_oc-temp_lat,0.588427353528024000000000000000,0.000000000000000000000000017658
lh_G_occipital_middle,lh_S_oc_sup_and_transversal,0.588213950917832000000000000000,0.000000000000000000000000019247
Right-Pallidum,Fornix,0.588064574641755000000000000000,0.000000000000000000000000018947
lh_G_and_S_cingul-Mid-Ant,lh_G_and_S_cingul-Mid-Post,0.587648182600810000000000000000,0.000000000000000000000000022104
lh_S_front_middle,Right-Operculum,0.587093556451506000000000000000,0.000000000000000000000000022992
rh_G_temp_sup-Lateral,rh_S_temporal_sup,0.586976237982949000000000000000,0.000000000000000000000000023404
lh_G_cingul-Post-dorsal,lh_S_subparietal,0.586783986564345000000000000000,0.000000000000000000000000024657
rh_G_occipital_middle,rh_S_oc_sup_and_transversal,0.586676466196578000000000000000,0.000000000000000000000000026816
lh_S_temporal_sup,Right-Substancia-Nigra,0.586250680210411000000000000000,0.000000000000000000000000026937
lh_G_front_inf-Opercular,lh_S_circular_insula_sup,0.585706511881008000000000000000,0.000000000000000000000000029930
lh_S_collat_transv_post,Left-Insula,0.585637071800583000000000000000,0.000000000000000000000000052160
lh_G_pariet_inf-Supramar,Right-Pallidum,0.584916784420789000000000000000,0.000000000000000000000000035041
Right-Caudate,Right-Pallidum,0.584255396335933000000000000000,0.000000000000000000000000039618
lh_Pole_temporal,Right-Substancia-Nigra,0.583167059677126000000000000000,0.000000000000000000000000048871
Left-Caudate,Left-Accumbens-area,0.582804280790857000000000000000,0.000000000000000000000000052408
lh_G_orbital,lh_G_rectus,0.582260112461454000000000000000,0.000000000000000000000000058195
lh_S_orbital-H_Shaped,Right-Amygdala,0.581897333575185000000000000000,0.000000000000000000000000062400
lh_G_oc-temp_lat-fusifor,lh_S_oc-temp_med_and_Lingual,0.581534554688917000000000000000,0.000000000000000000000000066906
Right-Cerebellum-Cortex,Right-Insula,0.581534554688917000000000000000,0.000000000000000000000000066906
lh_G_oc-temp_lat-fusifor,Left-Accumbens-area,0.580627607473244000000000000000,0.000000000000000000000000079633
rh_S_oc_middle_and_Lunatus,rh_S_occipital_ant,0.580569177466777000000000000000,0.000000000000000000000000086500
lh_S_oc-temp_lat,lh_S_oc-temp_med_and_Lingual,0.580446218030110000000000000000,0.000000000000000000000000082452
lh_G_oc-temp_med-Lingual,lh_S_collat_transv_post,0.579253609479493000000000000000,0.000000000000000000000000176109
lh_S_central,Right-Pallidum,0.578426946941438000000000000000,0.000000000000000000000000124915
rh_G_pariet_inf-Angular,rh_S_intrapariet_and_P_trans,0.577713280325911000000000000000,0.000000000000000000000000141122
lh_G_precentral,lh_S_precentral-inf-part,0.577703191715269000000000000000,0.000000000000000000000000148276
lh_G_and_S_paracentral,rh_G_and_S_paracentral,0.577249450597051000000000000000,0.000000000000000000000000161671
Left-Operculum,Right-Amygdala,0.577181208053691000000000000000,0.000000000000000000000000153960
lh_G_rectus,lh_S_orbital-H_Shaped,0.576999818610556000000000000000,0.000000000000000000000000159379
rh_G_oc-temp_med-Lingual,Right-Thalamus-Proper,0.576999818610556000000000000000,0.000000000000000000000000159379
lh_Lat_Fis-ant-Horizont,lh_S_orbital_lateral,0.576274260838019000000000000000,0.000000000000000000000000183010
lh_G_and_S_occipital_inf,Left-Hippocampus,0.576171278685260000000000000000,0.000000000000000000000000239488
lh_G_and_S_cingul-Mid-Post,lh_G_precentral,0.575292814735017000000000000000,0.000000000000000000000000240049
lh_G_occipital_sup,lh_S_oc_sup_and_transversal,0.574883863088143000000000000000,0.000000000000000000000000300941
lh_Pole_temporal,Left-Pallidum,0.574823145292943000000000000000,0.000000000000000000000000241181
lh_G_postcentral,Right-Cerebral-White-Matter,0.574111930262779000000000000000,0.000000000000000000000000290707
rh_G_and_S_cingul-Mid-Post,Right-Putamen,0.574032924267200000000000000000,0.000000000000000000000000281562
Left-Cerebral-White-Matter,Right-Insula,0.573916198077271000000000000000,0.000000000000000000000000286490
lh_S_precentral-inf-part,Fornix,0.573632215825491000000000000000,0.000000000000000000000000316851
lh_G_temp_sup-Plan_tempo,lh_S_circular_insula_sup,0.573488731259520000000000000000,0.000000000000000000000000312166
lh_G_and_S_cingul-Ant,lh_S_orbital-H_Shaped,0.572646471975331000000000000000,0.000000000000000000000000364408
lh_G_precentral,lh_S_postcentral,0.572297443500202000000000000000,0.000000000000000000000000423262
Left-Cerebellum-Exterior,Right-Insula,0.572193986967268000000000000000,0.000000000000000000000000437237
lh_G_front_sup,Right-Insula,0.571739524759659000000000000000,0.000000000000000000000000432589
lh_S_circular_insula_sup,lh_S_front_inf,0.571558135316524000000000000000,0.000000000000000000000000447672
lh_S_orbital-H_Shaped,Right-Insula,0.570651188100852000000000000000,0.000000000000000000000000531262
lh_Pole_occipital,rh_Pole_occipital,0.569315065941611000000000000000,0.000000000000000000000002300530
lh_G_front_inf-Triangul,Right-Cerebellum-White-Matter,0.568293125340105000000000000000,0.000000000000000000000000828081
rh_G_postcentral,rh_G_precentral,0.568293125340105000000000000000,0.000000000000000000000000828081
lh_G_front_inf-Orbital,lh_Lat_Fis-ant-Horizont,0.567930346453836000000000000000,0.000000000000000000000000886460
rh_S_suborbital,Left-Operculum,0.567386178124433000000000000000,0.000000000000000000000000981758
lh_G_and_S_cingul-Mid-Post,rh_G_and_S_cingul-Mid-Post,0.567318731959484000000000000000,0.000000000000000000000001064549
lh_G_and_S_cingul-Ant,lh_S_front_middle,0.566414222159687000000000000000,0.000000000000000000000001183404
lh_G_and_S_cingul-Mid-Ant,Right-Pallidum,0.565390894249954000000000000000,0.000000000000000000000001426414
lh_G_oc-temp_med-Parahip,lh_S_collat_transv_ant,0.565390894249954000000000000000,0.000000000000000000000001426414
lh_G_and_S_subcentral,lh_G_pariet_inf-Supramar,0.564949204066001000000000000000,0.000000000000000000000001578003
lh_G_Ins_lg_and_S_cent_ins,lh_G_temp_sup-G_T_transv,0.564665336477416000000000000000,0.000000000000000000000001633440
rh_G_precuneus,Right-Hippocampus,0.564483947034282000000000000000,0.000000000000000000000001689686
lh_G_and_S_subcentral,Right-Pallidum,0.564470049217796000000000000000,0.000000000000000000000001717631
lh_S_suborbital,rh_G_and_S_cingul-Ant,0.563939778704879000000000000000,0.000000000000000000000001870194
lh_G_occipital_middle,Left-Putamen,0.563381564469184000000000000000,0.000000000000000000000002103954
lh_S_circular_insula_sup,Right-Cerebellum-Cortex,0.563214220932341000000000000000,0.000000000000000000000002140897
Right-Cerebellum-Exterior,Right-Insula,0.563032831489207000000000000000,0.000000000000000000000002214428
lh_S_precentral-inf-part,Right-Cerebellum-Exterior,0.562925382312773000000000000000,0.000000000000000000000002363516
lh_G_oc-temp_med-Lingual,Right-Thalamus-Proper,0.562488663159804000000000000000,0.000000000000000000000002450366
lh_S_intrapariet_and_P_trans,Right-Hippocampus,0.562026491085889000000000000000,0.000000000000000000000002931092
lh_S_central,lh_S_postcentral,0.561572376757707000000000000000,0.000000000000000000000003191731
lh_G_oc-temp_lat-fusifor,lh_G_temporal_middle,0.561218937057863000000000000000,0.000000000000000000000003102157
lh_G_temporal_middle,Left-Caudate,0.561218937057863000000000000000,0.000000000000000000000003102157
lh_G_pariet_inf-Supramar,lh_S_precentral-inf-part,0.561045371394779000000000000000,0.000000000000000000000003366025
lh_G_and_S_cingul-Ant,Right-Insula,0.560856158171594000000000000000,0.000000000000000000000003318093
rh_G_temp_sup-Lateral,rh_G_temporal_middle,0.560493379285325000000000000000,0.000000000000000000000003548908
lh_Lat_Fis-ant-Vertical,lh_S_circular_insula_sup,0.560311989842191000000000000000,0.000000000000000000000003670210
lh_G_front_inf-Triangul,lh_Lat_Fis-ant-Horizont,0.559223653183384000000000000000,0.000000000000000000000004489217
lh_Lat_Fis-post,Right-Cerebellum-Exterior,0.558679484853981000000000000000,0.000000000000000000000004964183
Left-Cerebral-White-Matter,Right-Pallidum,0.558316705967712000000000000000,0.000000000000000000000005308145
lh_S_calcarine,Left-Insula,0.558135316524578000000000000000,0.000000000000000000000005488874
lh_S_orbital_lateral,Right-Insula,0.558135316524578000000000000000,0.000000000000000000000005488874
rh_G_temporal_inf,rh_S_oc-temp_lat,0.557953927081443000000000000000,0.000000000000000000000005675697
lh_S_orbital_med-olfact,Left-Operculum,0.557409758752040000000000000000,0.000000000000000000000006274788
lh_G_orbital,Left-Operculum,0.556865590422637000000000000000,0.000000000000000000000006936449
lh_G_and_S_cingul-Mid-Ant,rh_G_and_S_cingul-Mid-Ant,0.556850655977511000000000000000,0.000000000000000000000007049683
lh_G_front_sup,rh_G_front_sup,0.556321422093234000000000000000,0.000000000000000000000007667143
lh_G_oc-temp_med-Lingual,lh_S_calcarine,0.555958643206965000000000000000,0.000000000000000000000008196114
lh_G_and_S_occipital_inf,lh_S_oc-temp_med_and_Lingual,0.555441114326693000000000000000,0.000000000000000000000011366235
lh_Lat_Fis-post,lh_S_circular_insula_sup,0.555414474877562000000000000000,0.000000000000000000000009058053
rh_G_temporal_middle,rh_S_temporal_sup,0.554507527661889000000000000000,0.000000000000000000000010698435
lh_G_and_S_cingul-Mid-Post,lh_S_central,0.554491444752033000000000000000,0.000000000000000000000011760874
lh_G_rectus,rh_S_suborbital,0.553963359332486000000000000000,0.000000000000000000000011820500
lh_G_front_inf-Orbital,Right-Cerebellum-Cortex,0.553237801559949000000000000000,0.000000000000000000000013499730
lh_S_front_sup,Right-Pallidum,0.553160721691418000000000000000,0.000000000000000000000014610602
lh_G_and_S_cingul-Mid-Post,Right-Cerebral-White-Matter,0.553095047184707000000000000000,0.000000000000000000000014852850
rh_G_and_S_cingul-Mid-Ant,Right-Operculum,0.553040959357368000000000000000,0.000000000000000000000014181512
lh_S_intrapariet_and_P_trans,Left-Putamen,0.552766807336775000000000000000,0.000000000000000000000016103144
lh_G_front_middle,Right-Pallidum,0.550879738799201000000000000000,0.000000000000000000000020763610
rh_G_pariet_inf-Supramar,rh_S_postcentral,0.549791402140395000000000000000,0.000000000000000000000025312560
lh_G_front_middle,lh_S_precentral-inf-part,0.548952057219902000000000000000,0.000000000000000000000030777368
lh_G_temp_sup-Lateral,lh_G_temporal_middle,0.548703065481588000000000000000,0.000000000000000000000030846254
rh_G_temp_sup-G_T_transv,rh_Lat_Fis-post,0.547614728822782000000000000000,0.000000000000000000000037575253
lh_G_temp_sup-Plan_tempo,rh_G_occipital_middle,0.547482993197278000000000000000,0.000000000000000000000038819771
lh_G_and_S_cingul-Ant,Left-Operculum,0.546526392163976000000000000000,0.000000000000000000000045754578
lh_G_front_inf-Triangul,lh_S_front_inf,0.546345002720841000000000000000,0.000000000000000000000047279597
lh_G_orbital,lh_S_orbital-H_Shaped,0.545619444948303000000000000000,0.000000000000000000000053899445
rh_G_temporal_inf,rh_G_temporal_middle,0.545438055505169000000000000000,0.000000000000000000000055692965
lh_S_front_sup,lh_S_precentral-inf-part,0.544967553877564000000000000000,0.000000000000000000000067362681
lh_Lat_Fis-ant-Horizont,lh_S_orbital-H_Shaped,0.544531108289497000000000000000,0.000000000000000000000065585985
lh_S_subparietal,Right-Hippocampus,0.544514495493239000000000000000,0.000000000000000000000066633929
lh_G_cuneus,lh_G_occipital_sup,0.544464263633667000000000000000,0.000000000000000000000079764118
lh_S_intrapariet_and_P_trans,lh_S_subparietal,0.544125839915220000000000000000,0.000000000000000000000077991042
lh_G_pariet_inf-Supramar,Right-Caudate,0.544102308844830000000000000000,0.000000000000000000000071156679
lh_G_occipital_sup,Left-Cerebellum-Cortex,0.544100742175724000000000000000,0.000000000000000000000085139012
